"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"110","chr1",120415378,120416240,863,"*","Promoter",1,120415035,120469676,54642,1,"728841","ENST00000698216.1",343
"111","chr1",120416579,120416948,370,"*","Intron (ENST00000698216.1/728841, intron 1 of 22)",1,120415035,120469676,54642,1,"728841","ENST00000698216.1",1544
"112","chr1",120420462,120420727,266,"*","Promoter",1,120419850,120467739,47890,1,"728841","ENST00000652355.1",612
"113","chr1",120421889,120422323,435,"*","Intron (ENST00000698216.1/728841, intron 2 of 22)",1,120419850,120467739,47890,1,"728841","ENST00000652355.1",2039
"114","chr1",120423905,120424243,339,"*","Intron (ENST00000698216.1/728841, intron 2 of 22)",1,120419850,120467739,47890,1,"728841","ENST00000652355.1",4055
"115","chr1",120425514,120425766,253,"*","Exon (ENST00000652355.1/728841, exon 2 of 29)",1,120419850,120467739,47890,1,"728841","ENST00000652355.1",5664
"116","chr1",120427930,120428333,404,"*","Intron (ENST00000698216.1/728841, intron 3 of 22)",1,120432204,120434037,1834,2,"767846","ENST00000604437.2",5704
"117","chr1",120428402,120428935,534,"*","Intron (ENST00000698216.1/728841, intron 3 of 22)",1,120432204,120434037,1834,2,"767846","ENST00000604437.2",5102
"118","chr1",1205753,1206371,619,"*","Promoter",1,1203844,1205680,1837,2,"8784","ENST00000486728.5",-73
"119","chr1",12062775,12064180,1406,"*","Promoter",1,12063303,12144207,80905,1,"943","ENST00000263932.7",0
"120","chr1",121007740,121008848,1109,"*","Exon (ENST00000614062.1/728855, exon 3 of 4)",1,121029592,121042572,12981,2,"101929798","ENST00000636462.1",33724
"121","chr1",121395840,121396368,529,"*","Promoter",1,121396754,121463129,66376,1,"107985194","ENST00000417218.1",-386
"122","chr1",121396413,121397321,909,"*","Promoter",1,121396754,121463129,66376,1,"107985194","ENST00000417218.1",0
"123","chr1",12165960,12166802,843,"*","Promoter",1,12166943,12167038,96,1,"102465836","ENST00000622420.1",-141
"124","chr1",12167107,12168524,1418,"*","Promoter",1,12167003,12209228,42226,1,"7133","ENST00000492361.1",104
"125","chr1",1246896,1247271,376,"*","Promoter",1,1242453,1246722,4270,2,"388581","ENST00000330388.2",-174
"126","chr1",125152647,125152939,293,"*","Distal Intergenic",1,121573946,121580524,6579,2,"107985195","ENST00000450546.1",-3572123
"127","chr1",13510342,13513537,3196,"*","Promoter",1,13513220,13516270,3051,1,"107984918","ENST00000563570.1",0
"128","chr1",13513706,13517286,3581,"*","Promoter",1,13474973,13514003,39031,2,"126755","ENST00000376085.4",0
"129","chr1",1353944,1355623,1680,"*","Promoter",1,1352689,1354264,1576,2,"54587","ENST00000474033.5",0
"130","chr1",13699293,13699996,704,"*","Promoter",1,13700188,13825079,124892,1,"7799","ENST00000311066.10",-192
"131","chr1",13700618,13701447,830,"*","Promoter",1,13700240,13825065,124826,1,"7799","ENST00000376048.9",378
"132","chr1",13718417,13727071,8655,"*","Intron (ENST00000311066.10/7799, intron 2 of 9)",1,13731018,13787067,56050,1,"7799","ENST00000491134.5",-3947
"133","chr1",13747507,13749063,1557,"*","Promoter",1,13749403,13788079,38677,1,"7799","ENST00000413440.5",-340
"134","chr1",13842970,13843357,388,"*","Distal Intergenic",1,13892792,14304663,411872,1,"23254","ENST00000636564.1",-49435
"135","chr1",13843489,13844509,1021,"*","Distal Intergenic",1,13892792,14304663,411872,1,"23254","ENST00000636564.1",-48283
"136","chr1",13844867,13845433,567,"*","Distal Intergenic",1,13892792,14304663,411872,1,"23254","ENST00000636564.1",-47359
"137","chr1",13846214,13846576,363,"*","Distal Intergenic",1,13892792,14304663,411872,1,"23254","ENST00000636564.1",-46216
"138","chr1",13888742,13889887,1146,"*","Distal Intergenic",1,13892792,14304663,411872,1,"23254","ENST00000636564.1",-2905
"139","chr1",13890602,13895484,4883,"*","Promoter",1,13892792,14304663,411872,1,"23254","ENST00000636564.1",0
"140","chr1",143496484,143496942,459,"*","Intron (ENST00000614100.1/ENST00000614100.1, intron 1 of 9)",1,143499187,143500512,1326,2,"112268275","ENST00000456469.1",3570
"141","chr1",143497568,143497825,258,"*","Intron (ENST00000614100.1/ENST00000614100.1, intron 1 of 9)",1,143499187,143500512,1326,2,"112268275","ENST00000456469.1",2687
"142","chr1",143497989,143498447,459,"*","Intron (ENST00000614100.1/ENST00000614100.1, intron 1 of 9)",1,143499187,143500512,1326,2,"112268275","ENST00000456469.1",2065
"143","chr1",143556728,143557078,351,"*","Intron (ENST00000449715.1/112268273, intron 10 of 16)",1,143541768,143572834,31067,1,"112268273","ENST00000449715.1",14960
"144","chr1",144077184,144077774,591,"*","Distal Intergenic",1,143975087,144068350,93264,1,"100996712","ENST00000605551.2",102097
"145","chr1",144882965,144883592,628,"*","Intron (ENST00000441760.2/105371214, intron 2 of 3)",1,144897236,144955446,58211,2,"647135","ENST00000621582.1",71854
"146","chr1",145232334,145232872,539,"*","Distal Intergenic",1,145241415,145242174,760,2,"645142","ENST00000544708.3",9302
"147","chr1",145423578,145423841,264,"*","Intron (ENST00000698833.1/100288142, intron 2 of 142)",1,145290005,145425603,135599,2,"100288142","ENST00000698833.1",1762
"148","chr1",145424223,145425189,967,"*","Promoter",1,145290005,145425603,135599,2,"100288142","ENST00000698833.1",414
"149","chr1",145426072,145431219,5148,"*","Promoter",1,145290005,145425603,135599,2,"100288142","ENST00000698833.1",-469
"150","chr1",145431259,145432090,832,"*","Exon (ENST00000580816.1/ENST00000580816.1, exon 1 of 1)",1,145290005,145425603,135599,2,"100288142","ENST00000698833.1",-5656
"151","chr1",145432295,145432988,694,"*","Distal Intergenic",1,145290005,145425603,135599,2,"100288142","ENST00000698833.1",-6692
"152","chr1",145453554,145454345,792,"*","Distal Intergenic",1,145290005,145425603,135599,2,"100288142","ENST00000698833.1",-27951
"153","chr1",145454555,145456030,1476,"*","Distal Intergenic",1,145290005,145425603,135599,2,"100288142","ENST00000698833.1",-28952
"154","chr1",145460661,145461375,715,"*","Exon (ENST00000664012.1/ENST00000664012.1, exon 1 of 1)",1,145290005,145425603,135599,2,"100288142","ENST00000698833.1",-35058
"155","chr1",145720242,145720973,732,"*","Promoter",1,145719499,145739288,19790,1,"11126","ENST00000369288.7",743
"156","chr1",145871435,145873299,1865,"*","Exon (ENST00000544626.2/148741, exon 8 of 12)",1,145854746,145859836,5091,2,"10401","ENST00000393046.3",-11599
"157","chr1",145873466,145873942,477,"*","Exon (ENST00000544626.2/148741, exon 8 of 12)",1,145866560,145885866,19307,2,"148741","ENST00000544626.2",11924
"158","chr1",145883653,145885185,1533,"*","Promoter",1,145866560,145885866,19307,2,"148741","ENST00000544626.2",681
"159","chr1",145885269,145885672,404,"*","Promoter",1,145866560,145885866,19307,2,"148741","ENST00000544626.2",194
"160","chr1",14591034,14592528,1495,"*","Intron (ENST00000636203.1/23254, intron 2 of 16)",1,14598685,15118043,519359,1,"23254","ENST00000376030.7",-6157
"161","chr1",145955030,145957807,2778,"*","Promoter",1,145933423,145958017,24595,2,"128077","ENST00000604000.4",210
"162","chr1",145958203,145964399,6197,"*","Promoter",1,145961404,145962596,1193,2,"284615","ENST00000619813.1",0
"163","chr1",14599205,14600956,1752,"*","Promoter",1,14598717,15065797,467081,1,"23254","ENST00000503743.5",488
"164","chr1",146017277,146017591,315,"*","3' UTR",1,146017468,146021734,4267,2,"148738","ENST00000475797.1",4143
"165","chr1",146017964,146019720,1757,"*","5' UTR",1,146017468,146021734,4267,2,"148738","ENST00000475797.1",2014
"166","chr1",146019791,146020546,756,"*","5' UTR",1,146017468,146021734,4267,2,"148738","ENST00000475797.1",1188
"167","chr1",147071286,147071561,276,"*","Distal Intergenic",1,147084616,147084756,141,2,"101447996","ENST00000651973.1",13195
"168","chr1",147071711,147073027,1317,"*","Distal Intergenic",1,147084616,147084756,141,2,"101447996","ENST00000651973.1",11729
"169","chr1",147073263,147073574,312,"*","Distal Intergenic",1,147084616,147084756,141,2,"101447996","ENST00000651973.1",11182
"170","chr1",14732518,14733407,890,"*","Intron (ENST00000636203.1/23254, intron 3 of 16)",1,14598717,15065797,467081,1,"23254","ENST00000503743.5",133801
"171","chr1",14733533,14734361,829,"*","Intron (ENST00000636203.1/23254, intron 3 of 16)",1,14598717,15065797,467081,1,"23254","ENST00000503743.5",134816
"172","chr1",147584111,147587433,3323,"*","Intron (ENST00000683836.1/607, intron 1 of 9)",1,147600196,147611693,11498,1,"607","ENST00000497938.1",-12763
"173","chr1",147587937,147590960,3024,"*","Intron (ENST00000683836.1/607, intron 1 of 9)",1,147600196,147611693,11498,1,"607","ENST00000497938.1",-9236
"174","chr1",147598101,147598871,771,"*","Intron (ENST00000683836.1/607, intron 1 of 9)",1,147600196,147611693,11498,1,"607","ENST00000497938.1",-1325
"175","chr1",148012631,148013924,1294,"*","Promoter",1,148013203,148025928,12726,1,"105371228","ENST00000665117.1",0
"176","chr1",148354090,148356626,2537,"*","Intron (ENST00000638958.1/105371225, intron 1 of 6)",1,148362370,148362533,164,2,"101954273","ENST00000384610.1",5907
"177","chr1",148360481,148361090,610,"*","Intron (ENST00000638958.1/105371225, intron 1 of 6)",1,148362370,148362533,164,2,"101954273","ENST00000384610.1",1443
"178","chr1",149092596,149093242,647,"*","5' UTR",1,149055630,149082311,26682,2,"400818","ENST00000610300.4",-10285
"179","chr1",149097826,149098094,269,"*","Intron (ENST00000698832.1/400818, intron 4 of 29)",1,149054027,149103539,49513,2,"400818","ENST00000615421.4",5445
"180","chr1",14923292,14923887,596,"*","Promoter",1,14924130,15068152,144023,1,"23254","ENST00000361144.9",-243
"181","chr1",14924673,14926993,2321,"*","Promoter",1,14924130,15068152,144023,1,"23254","ENST00000361144.9",543
"182","chr1",150549546,150549937,392,"*","Promoter",1,150549839,150560667,10829,1,"54507","ENST00000674043.1",0
"183","chr1",151131996,151132818,823,"*","3' UTR",1,151134331,151134875,545,2,"10500","ENST00000489944.1",2057
"184","chr1",151132994,151133695,702,"*","Exon (ENST00000368912.7/10500, exon 19 of 19)",1,151134331,151134875,545,2,"10500","ENST00000489944.1",1180
"185","chr1",151146976,151147415,440,"*","Promoter",1,151131707,151146631,14925,2,"10500","ENST00000368914.8",-345
"186","chr1",15154289,15155065,777,"*","Promoter",1,15153768,15220393,66626,1,"55092","ENST00000434578.6",521
"187","chr1",151718940,151720117,1178,"*","Exon (ENST00000326413.7/284485, exon 5 of 9)",1,151721522,151729805,8284,1,"284485","ENST00000479191.2",-1405
"188","chr1",151721583,151723267,1685,"*","Promoter",1,151721836,151729606,7771,1,"284485","ENST00000451484.6",0
"189","chr1",151836996,151839459,2464,"*","Promoter",1,151837818,151839820,2003,2,"100191040","ENST00000694868.1",361
"190","chr1",151857245,151861537,4293,"*","Distal Intergenic",1,151847101,151853712,6612,2,"284486","ENST00000368817.10",-3533
"191","chr1",151861665,151864312,2648,"*","Distal Intergenic",1,151847101,151853712,6612,2,"284486","ENST00000368817.10",-7953
"192","chr1",151992759,151993696,938,"*","Promoter",1,151983232,151993824,10593,2,"6281","ENST00000478574.5",128
"193","chr1",152036025,152036363,339,"*","Promoter",1,152032506,152037004,4499,2,"6282","ENST00000271638.3",641
"194","chr1",152036618,152036923,306,"*","Promoter",1,152032506,152037004,4499,2,"6282","ENST00000271638.3",81
"195","chr1",152105384,152105712,329,"*","Distal Intergenic",1,152106317,152115444,9128,2,"7062","ENST00000614923.2",9732
"196","chr1",152106546,152107305,760,"*","3' UTR",1,152106317,152115444,9128,2,"7062","ENST00000614923.2",8139
"197","chr1",152107446,152114092,6647,"*","5' UTR",1,152106317,152115444,9128,2,"7062","ENST00000614923.2",1352
"198","chr1",152469028,152469445,418,"*","Distal Intergenic",1,152510803,152512177,1375,1,"254910","ENST00000334269.3",-41358
"199","chr1",152531917,152532173,257,"*","Distal Intergenic",1,152514482,152516008,1527,1,"54544","ENST00000368790.4",17435
"200","chr1",153515673,153517010,1338,"*","Distal Intergenic",1,153534599,153535991,1393,2,"6277","ENST00000368719.9",18981
"201","chr1",153517141,153518208,1068,"*","Distal Intergenic",1,153534599,153535991,1393,2,"6277","ENST00000368719.9",17783
"202","chr1",153518592,153519981,1390,"*","Distal Intergenic",1,153534599,153535991,1393,2,"6277","ENST00000368719.9",16010
"203","chr1",153535189,153536038,850,"*","Promoter",1,153534599,153535991,1393,2,"6277","ENST00000368719.9",0
"204","chr1",153677893,153680178,2286,"*","Promoter",1,153678688,153693992,15305,1,"4881","ENST00000368680.4",0
"205","chr1",15380424,15380716,293,"*","Promoter",1,15381280,15397529,16250,1,"114827","ENST00000495195.5",-564
"206","chr1",15382365,15384431,2067,"*","Promoter",1,15383377,15397529,14153,1,"114827","ENST00000472086.1",0
"207","chr1",15384819,15386752,1934,"*","Intron (ENST00000683790.1/114827, intron 31 of 33)",1,15383377,15397529,14153,1,"114827","ENST00000472086.1",1442
"208","chr1",15387698,15388259,562,"*","Exon (ENST00000683790.1/114827, exon 32 of 34)",1,15391147,15400283,9137,1,"114827","ENST00000472449.1",-2888
"209","chr1",15410408,15411407,1000,"*","Promoter",1,15410265,15429081,18817,1,"79180","ENST00000445566.1",143
"210","chr1",154404368,154405264,897,"*","Promoter",1,154405193,154438084,32892,1,"3570","ENST00000622330.5",0
"211","chr1",154405641,154407157,1517,"*","Promoter",1,154402328,154406564,4237,2,"101928101","ENST00000424435.1",0
"212","chr1",154498616,154504789,6174,"*","Promoter",1,154502219,154548147,45929,1,"126668","ENST00000368482.8",0
"213","chr1",154504843,154505703,861,"*","Intron (ENST00000368482.8/126668, intron 1 of 12)",1,154502972,154548147,45176,1,"126668","ENST00000368480.3",1871
"214","chr1",154759429,154759915,487,"*","Intron (ENST00000271915.9/3782, intron 3 of 7)",1,154707426,154859843,152418,2,"3782","ENST00000361147.8",99928
