"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"24","chr1",110068203,110068497,295,"*","Intron (ENST00000473429.5/85369, intron 12 of 13)",1,110059870,110070672,10803,2,"257","ENST00000647563.2",2175
"25","chr1",110069285,110069645,361,"*","Intron (ENST00000473429.5/85369, intron 12 of 13)",1,110059870,110070672,10803,2,"257","ENST00000647563.2",1027
"26","chr1",11013579,11014083,505,"*","Promoter",1,11013716,11024183,10468,1,"23435","ENST00000315091.7",0
"27","chr1",11014446,11014738,293,"*","Promoter",1,11013728,11023341,9614,1,"23435","ENST00000621790.4",718
"28","chr1",11016857,11017107,251,"*","Promoter",1,11016859,11023287,6429,1,"23435","ENST00000622057.4",0
"29","chr1",110343337,110344276,940,"*","Intron (ENST00000652747.1/64783, intron 1 of 1)",1,110339466,110346677,7212,1,"64783","ENST00000617047.1",3871
"30","chr1",110344369,110344716,348,"*","Intron (ENST00000652747.1/64783, intron 1 of 1)",1,110339466,110346677,7212,1,"64783","ENST00000617047.1",4903
"31","chr1",110346707,110346873,167,"*","Downstream (<=300bp)",1,110339466,110346677,7212,1,"64783","ENST00000617047.1",7241
"32","chr1",11093181,11093367,187,"*","Intron (ENST00000304457.11/5394, intron 3 of 23)",1,11099430,11102105,2676,1,"105376736","ENST00000435388.3",-6063
"33","chr1",111453905,111454234,330,"*","Exon (ENST00000493119.5/515, exon 4 of 5)",1,111449682,111456748,7067,1,"515","ENST00000464154.1",4223
"34","chr1",111666752,111666952,201,"*","Intron (ENST00000356415.5/5906, intron 1 of 7)",1,111627469,111712696,85228,1,"5906","ENST00000494982.1",39283
"35","chr1",111856512,111856699,188,"*","Promoter",1,111853762,111856905,3144,2,"100874295","ENST00000439736.1",206
"36","chr1",112380388,112380529,142,"*","Distal Intergenic",1,112396214,112461164,64951,1,"55917","ENST00000271277.11",-15685
"37","chr1",11241554,11241744,191,"*","Exon (ENST00000703140.1/2475, exon 10 of 56)",1,11245127,11247904,2778,2,"2475","ENST00000703144.1",6160
"38","chr1",112622336,112622503,168,"*","Intron (ENST00000485542.5/829, intron 1 of 2)",1,112541794,112620825,79032,2,"54879","ENST00000463235.5",-1511
"39","chr1",112625395,112625648,254,"*","Intron (ENST00000485542.5/829, intron 1 of 2)",1,112541794,112620825,79032,2,"54879","ENST00000463235.5",-4570
"40","chr1",112628019,112628164,146,"*","Intron (ENST00000485542.5/829, intron 1 of 2)",1,112541794,112620825,79032,2,"54879","ENST00000463235.5",-7194
"41","chr1",112630835,112630978,144,"*","Intron (ENST00000485542.5/829, intron 1 of 2)",1,112541794,112620825,79032,2,"54879","ENST00000463235.5",-10010
"42","chr1",112643532,112643794,263,"*","Intron (ENST00000485542.5/829, intron 1 of 2)",1,112659329,112670170,10842,1,"829","ENST00000466066.1",-15535
"43","chr1",112863017,112863281,265,"*","Intron (ENST00000658577.2/105378912, intron 1 of 1)",1,112820174,112850643,30470,2,"100996702","ENST00000401018.5",-12374
"44","chr1",112951325,112951593,269,"*","Intron (ENST00000369626.8/6566, intron 1 of 4)",1,112916206,112955994,39789,2,"6566","ENST00000679846.1",4401
"45","chr1",112951910,112952326,417,"*","Intron (ENST00000369626.8/6566, intron 1 of 4)",1,112916206,112955994,39789,2,"6566","ENST00000679846.1",3668
"46","chr1",113074205,113074451,247,"*","Intron (ENST00000361127.6/9860, intron 1 of 17)",1,113073198,113132260,59063,1,"9860","ENST00000361127.6",1007
"47","chr1",114155189,114155467,279,"*","Distal Intergenic",1,114090774,114153880,63107,2,"148281","ENST00000641643.2",-1309
"48","chr1",114489185,114489330,146,"*","Intron (ENST00000358465.7/51592, intron 1 of 19)",1,114397608,114511160,113553,2,"51592","ENST00000369543.6",21830
"49","chr1",114743608,114743969,362,"*","Intron (ENST00000339438.10/7812, intron 2 of 18)",1,114737988,114746859,8872,2,"7812","ENST00000534389.2",2890
"50","chr1",114745452,114745741,290,"*","Intron (ENST00000339438.10/7812, intron 2 of 18)",1,114737988,114746859,8872,2,"7812","ENST00000534389.2",1118
"51","chr1",114746058,114746357,300,"*","Promoter",1,114737988,114746859,8872,2,"7812","ENST00000534389.2",502
"52","chr1",114746530,114746780,251,"*","Promoter",1,114737988,114746859,8872,2,"7812","ENST00000534389.2",79
"53","chr1",114749760,114750575,816,"*","5' UTR",1,114737988,114746859,8872,2,"7812","ENST00000534389.2",-2901
"54","chr1",114750731,114751085,355,"*","Intron (ENST00000339438.10/7812, intron 1 of 18)",1,114737988,114746859,8872,2,"7812","ENST00000534389.2",-3872
"55","chr1",114751153,114751503,351,"*","Intron (ENST00000339438.10/7812, intron 1 of 18)",1,114737988,114746859,8872,2,"7812","ENST00000534389.2",-4294
"56","chr1",114751622,114753401,1780,"*","5' UTR",1,114716916,114757933,41018,2,"7812","ENST00000689989.1",4532
"57","chr1",114753497,114753703,207,"*","Intron (ENST00000339438.10/7812, intron 1 of 18)",1,114716916,114757933,41018,2,"7812","ENST00000689989.1",4230
"58","chr1",114754224,114754643,420,"*","Intron (ENST00000339438.10/7812, intron 1 of 18)",1,114716916,114757933,41018,2,"7812","ENST00000689989.1",3290
"59","chr1",114755031,114756314,1284,"*","5' UTR",1,114716916,114757933,41018,2,"7812","ENST00000689989.1",1619
"60","chr1",114756420,114756622,203,"*","Intron (ENST00000339438.10/7812, intron 1 of 18)",1,114716916,114757933,41018,2,"7812","ENST00000689989.1",1311
"61","chr1",11541906,11542093,188,"*","Distal Intergenic",1,11533676,11537225,3550,1,"57540","ENST00000304391.6",8230
"62","chr1",11550490,11550641,152,"*","Distal Intergenic",1,11533676,11537225,3550,1,"57540","ENST00000304391.6",16814
"63","chr1",115982920,115983182,263,"*","Intron (ENST00000369503.9/55356, intron 1 of 11)",1,115976614,116031890,55277,1,"55356","ENST00000369502.1",6306
"64","chr1",115983616,115983803,188,"*","Intron (ENST00000369503.9/55356, intron 1 of 11)",1,115976614,116031890,55277,1,"55356","ENST00000369502.1",7002
"65","chr1",116379865,116380098,234,"*","Exon (ENST00000675607.1/84852, exon 3 of 4)",1,116382411,116388663,6253,1,"476","ENST00000369494.5",-2313
"66","chr1",116405044,116405377,334,"*","Promoter",1,116406109,116410261,4153,1,"476","ENST00000495965.1",-732
"67","chr1",119719943,119720131,189,"*","Promoter",1,119719627,119744213,24587,1,"26227","ENST00000369407.3",316
"68","chr1",1294445,1294737,293,"*","Promoter",1,1294499,1295008,510,2,"116983","ENST00000470659.1",271
"69","chr1",1296468,1296982,515,"*","Promoter",1,1296110,1296170,61,2,"102465434","ENST00000613751.1",-298
"70","chr1",1317466,1317805,340,"*","Promoter",1,1311602,1317450,5849,2,"54973","ENST00000462432.5",-16
"71","chr1",1327342,1327695,354,"*","Exon (ENST00000464957.1/80772, exon 2 of 2)",1,1325241,1327471,2231,1,"80772","ENST00000488011.1",2101
"72","chr1",1332053,1332496,444,"*","Promoter",1,1331280,1335314,4035,1,"83756","ENST00000339381.6",773
"73","chr1",1333495,1333879,385,"*","Exon (ENST00000339381.6/83756, exon 6 of 6)",1,1331280,1335314,4035,1,"83756","ENST00000339381.6",2215
"74","chr1",1333981,1334164,184,"*","Exon (ENST00000339381.6/83756, exon 6 of 6)",1,1331280,1335314,4035,1,"83756","ENST00000339381.6",2701
"75","chr1",1342076,1342228,153,"*","Exon (ENST00000378891.9/1855, exon 4 of 15)",1,1339492,1340365,874,2,"1855","ENST00000633096.1",-1711
"76","chr1",13765113,13765472,360,"*","Intron (ENST00000311066.10/7799, intron 6 of 9)",1,13771726,13778463,6738,1,"7799","ENST00000487453.1",-6254
"77","chr1",13766970,13767405,436,"*","Intron (ENST00000311066.10/7799, intron 6 of 9)",1,13771726,13778463,6738,1,"7799","ENST00000487453.1",-4321
"78","chr1",13767548,13767752,205,"*","Intron (ENST00000311066.10/7799, intron 6 of 9)",1,13771726,13778463,6738,1,"7799","ENST00000487453.1",-3974
"79","chr1",13768889,13769173,285,"*","5' UTR",1,13771726,13778463,6738,1,"7799","ENST00000487453.1",-2553
"80","chr1",145770699,145771035,337,"*","Intron (ENST00000582693.5/27246, intron 4 of 8)",1,145746389,145773843,27455,2,"27246","ENST00000539368.2",2808
"81","chr1",145843104,145843278,175,"*","3' UTR",1,145845630,145848954,3325,1,"200035","ENST00000334513.6",-2352
"82","chr1",149995646,149995966,321,"*","Intron (ENST00000581312.6/56957, intron 1 of 11)",1,149947291,150010675,63385,2,"56957","ENST00000417191.2",14709
"83","chr1",150405769,150405904,136,"*","Intron (ENST00000492220.1/23248, intron 1 of 10)",1,150364708,150441623,76916,1,"23248","ENST00000369067.7",41061
"84","chr1",150573289,150573573,285,"*","Promoter",1,150560895,150574552,13658,2,"574406","ENST00000617352.1",979
"85","chr1",150574439,150575048,610,"*","Promoter",1,150560895,150574552,13658,2,"574406","ENST00000617352.1",0
"86","chr1",150575210,150575729,520,"*","Promoter",1,150560895,150574552,13658,2,"574406","ENST00000617352.1",-658
"87","chr1",150575782,150576265,484,"*","3' UTR",1,150560895,150574552,13658,2,"574406","ENST00000617352.1",-1230
"88","chr1",150576727,150577444,718,"*","3' UTR",1,150574176,150579477,5302,2,"4170","ENST00000464132.2",2033
"89","chr1",151056159,151056415,257,"*","Intron (ENST00000439374.6/56882, intron 4 of 7)",1,151052114,151059574,7461,2,"56882","ENST00000483763.5",3159
"90","chr1",151216617,151216891,275,"*","Intron (ENST00000447555.5/8394, intron 1 of 3)",1,151213517,151231801,18285,1,"8394","ENST00000418435.1",3100
"91","chr1",151217259,151217543,285,"*","Intron (ENST00000447555.5/8394, intron 1 of 3)",1,151213517,151231801,18285,1,"8394","ENST00000418435.1",3742
"92","chr1",151311035,151311241,207,"*","Intron (ENST00000368874.8/5298, intron 2 of 10)",1,151303354,151306433,3080,2,"5298","ENST00000460323.1",-4602
"93","chr1",151539978,151540128,151,"*","Promoter",1,151540305,151583583,43279,1,"7286","ENST00000392712.7",-177
"94","chr1",151983651,151983858,208,"*","Intron (ENST00000368811.8/6281, intron 2 of 2)",1,151982918,151992578,9661,2,"6281","ENST00000368809.1",8720
"95","chr1",151986035,151986312,278,"*","5' UTR",1,151982918,151992578,9661,2,"6281","ENST00000368809.1",6266
"96","chr1",152387207,152387457,251,"*","Intron (ENST00000630125.3/339400, intron 7 of 7)",1,152409243,152414263,5021,2,"49860","ENST00000271835.3",26806
"97","chr1",153557464,153557611,148,"*","Distal Intergenic",1,153561340,153564233,2894,2,"6273","ENST00000487430.7",6622
"98","chr1",153561768,153561957,190,"*","Intron (ENST00000368708.9/6273, intron 2 of 2)",1,153561340,153564233,2894,2,"6273","ENST00000487430.7",2276
"99","chr1",153882691,153882900,210,"*","Intron (ENST00000368655.5/57459, intron 1 of 10)",1,153828258,153898951,70694,2,"57459","ENST00000636014.1",16051
"100","chr1",154164672,154165063,392,"*","3' UTR",1,154169652,154170700,1049,2,"7170","ENST00000504663.1",5637
"101","chr1",154172751,154173106,356,"*","Promoter",1,154156357,154172677,16321,2,"7170","ENST00000368545.7",-74
"102","chr1",154175646,154176584,939,"*","Promoter",1,154171882,154176242,4361,2,"7170","ENST00000505010.5",0
"103","chr1",154177418,154178452,1035,"*","Promoter",1,154157583,154178183,20601,2,"7170","ENST00000302206.9",0
"104","chr1",154178513,154179690,1178,"*","Promoter",1,154157583,154178183,20601,2,"7170","ENST00000302206.9",-330
"105","chr1",154179981,154180425,445,"*","Intron (ENST00000611659.4/7170, intron 1 of 6)",1,154157583,154178183,20601,2,"7170","ENST00000302206.9",-1798
"106","chr1",154180950,154181692,743,"*","Intron (ENST00000611659.4/7170, intron 1 of 6)",1,154157190,154183042,25853,2,"7170","ENST00000651873.1",1350
"107","chr1",154182049,154182327,279,"*","Promoter",1,154157190,154183042,25853,2,"7170","ENST00000651873.1",715
"108","chr1",1542080,1542328,249,"*","Exon (ENST00000291386.4/29101, exon 5 of 5)",1,1534778,1540624,5847,2,"339453","ENST00000378733.9",-1456
"109","chr1",154225654,154225894,241,"*","Promoter",1,154225082,154270853,45772,1,"9898","ENST00000361546.6",572
"110","chr1",154571932,154572096,165,"*","Exon (ENST00000368476.4/1141, exon 5 of 6)",1,154569528,154570275,748,1,"1141","ENST00000636695.1",2404
"111","chr1",154591581,154591725,145,"*","Intron (ENST00000647682.2/103, intron 6 of 13)",1,154585993,154588602,2610,2,"103","ENST00000534279.1",-2979
"112","chr1",155063026,155063217,192,"*","Promoter",1,155063737,155069538,5802,1,"1945","ENST00000359751.8",-520
"113","chr1",155467298,155467608,311,"*","Intron (ENST00000368346.7/55870, intron 3 of 27)",1,155433178,155434262,1085,1,"645682","ENST00000413175.2",34120
"114","chr1",1554704,1554952,249,"*","Intron (ENST00000291386.4/29101, intron 2 of 4)",1,1541674,1546487,4814,2,"29101","ENST00000378726.1",-8217
"115","chr1",155536356,155536577,222,"*","Intron (ENST00000368346.7/55870, intron 1 of 27)",1,155335287,155521618,186332,2,"55870","ENST00000678699.1",-14738
"116","chr1",155918741,155918945,205,"*","Intron (ENST00000368320.7/22889, intron 10 of 12)",1,155919909,155920045,137,2,"677823","ENST00000384744.1",1100
"117","chr1",155928021,155928177,157,"*","Intron (ENST00000368320.7/22889, intron 4 of 12)",1,155925958,155926086,129,2,"677771","ENST00000625402.1",-1935
"118","chr1",15610055,15610235,181,"*","Distal Intergenic",1,15617458,15669044,51587,1,"84301","ENST00000480945.6",-7223
"119","chr1",15624347,15624554,208,"*","Intron (ENST00000480945.6/84301, intron 1 of 9)",1,15630402,15661057,30656,1,"84301","ENST00000320153.10",-5848
"120","chr1",156487300,156487501,202,"*","Intron (ENST00000348159.9/4209, intron 1 of 11)",1,156466210,156490599,24390,2,"4209","ENST00000360595.7",3098
"121","chr1",156489196,156489577,382,"*","Intron (ENST00000348159.9/4209, intron 1 of 11)",1,156466210,156490599,24390,2,"4209","ENST00000360595.7",1022
"122","chr1",1565350,1565860,511,"*","Intron (ENST00000291386.4/29101, intron 1 of 4)",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",8724
"123","chr1",156779288,156779541,254,"*","Intron (ENST00000491853.5/5546, intron 1 of 3)",1,156786875,156800497,13623,1,"5546","ENST00000526188.5",-7334
"124","chr1",158042371,158042734,364,"*","Intron (ENST00000360089.8/55243, intron 1 of 12)",1,158025550,158031166,5617,1,"100505785","ENST00000419415.1",16821
"125","chr1",158054513,158054725,213,"*","Intron (ENST00000360089.8/55243, intron 1 of 12)",1,158025550,158031166,5617,1,"100505785","ENST00000419415.1",28963
"126","chr1",158063519,158063977,459,"*","Intron (ENST00000360089.8/55243, intron 1 of 12)",1,158086680,158100262,13583,1,"55243","ENST00000368172.1",-22703
"127","chr1",158064690,158064873,184,"*","Intron (ENST00000360089.8/55243, intron 1 of 12)",1,158086680,158100262,13583,1,"55243","ENST00000368172.1",-21807
"128","chr1",15865863,15866061,199,"*","Intron (ENST00000673875.1/23013, intron 1 of 11)",1,15873502,15876711,3210,1,"23013","ENST00000471538.1",-7441
"129","chr1",15876748,15877001,254,"*","Promoter",1,15876576,15920906,44331,1,"23013","ENST00000442985.1",172
"130","chr1",15881392,15881762,371,"*","Intron (ENST00000673875.1/23013, intron 4 of 11)",1,15876576,15920906,44331,1,"23013","ENST00000442985.1",4816
"131","chr1",15883124,15883433,310,"*","Intron (ENST00000673875.1/23013, intron 4 of 11)",1,15876576,15920906,44331,1,"23013","ENST00000442985.1",6548
"132","chr1",160210417,160210573,157,"*","Promoter",1,160211287,160213717,2431,1,"8682","ENST00000488858.1",-714
"133","chr1",16132185,16132467,283,"*","Exon (ENST00000358432.8/1969, exon 12 of 17)",1,16133013,16133562,550,2,"1969","ENST00000462805.1",1095
"134","chr1",16137987,16139084,1098,"*","Exon (ENST00000358432.8/1969, exon 4 of 17)",1,16133013,16133562,550,2,"1969","ENST00000462805.1",-4425
"135","chr1",16140080,16140552,473,"*","Intron (ENST00000358432.8/1969, intron 3 of 16)",1,16134560,16146450,11891,2,"1969","ENST00000480202.1",5898
"136","chr1",16148647,16148839,193,"*","Exon (ENST00000358432.8/1969, exon 3 of 17)",1,16134560,16146450,11891,2,"1969","ENST00000480202.1",-2197
"137","chr1",161759965,161760173,209,"*","Intron (ENST00000702792.1/102724329, intron 2 of 2)",1,161749452,161766127,16676,2,"102724329","ENST00000702792.1",5954
"138","chr1",162576483,162576772,290,"*","Intron (ENST00000367925.6/6675, intron 2 of 10)",1,162581431,162588105,6675,1,"6675","ENST00000474728.1",-4659
"139","chr1",1628456,1628702,247,"*","Promoter",1,1628489,1630589,2101,1,"142678","ENST00000483015.1",0
"140","chr1",16385043,16385763,721,"*","Intron (ENST00000475078.1/26099, intron 2 of 2)",1,16367711,16395273,27563,1,"26099","ENST00000472461.1",17332
"141","chr1",16386708,16387076,369,"*","Exon (ENST00000486763.5/26099, exon 2 of 5)",1,16387117,16403974,16858,2,"374955","ENST00000491418.5",16898
"142","chr1",16387718,16388100,383,"*","3' UTR",1,16387117,16403974,16858,2,"374955","ENST00000491418.5",15874
"143","chr1",16389813,16390145,333,"*","Intron (ENST00000475078.1/26099, intron 2 of 2)",1,16387117,16403974,16858,2,"374955","ENST00000491418.5",13829
"144","chr1",16396315,16396503,189,"*","3' UTR",1,16387117,16403974,16858,2,"374955","ENST00000491418.5",7471
"145","chr1",165356437,165356727,291,"*","Promoter",1,165201867,165356715,154849,2,"4009","ENST00000342310.7",0
"146","chr1",165391280,165391478,199,"*","Distal Intergenic",1,165410750,165424972,14223,2,"6258","ENST00000470566.1",33494
"147","chr1",165475823,165476018,196,"*","Distal Intergenic",1,165493073,165501670,8598,2,"400794","ENST00000418925.1",25652
"148","chr1",165491840,165492008,169,"*","Intron (ENST00000685058.2/400794, intron 1 of 2)",1,165493073,165501670,8598,2,"400794","ENST00000418925.1",9662
"149","chr1",165832266,165832574,309,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",4461
"150","chr1",165833337,165833726,390,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",5532
"151","chr1",165834340,165834904,565,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",6535
"152","chr1",165837350,165837486,137,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",9545
"153","chr1",165839128,165839438,311,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",11323
"154","chr1",165840663,165841049,387,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",12858
"155","chr1",165841771,165841929,159,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",13966
"156","chr1",165842622,165843202,581,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",14817
"157","chr1",165844186,165844357,172,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",16381
"158","chr1",165844578,165845204,627,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",16773
"159","chr1",165846490,165847021,532,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",18685
"160","chr1",165853476,165853683,208,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",25671
"161","chr1",165855174,165855422,249,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",27369
"162","chr1",165857168,165857567,400,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165827805,165911608,83804,1,"7371","ENST00000642653.1",29363
"163","chr1",165871292,165871508,217,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165892652,165908100,15449,1,"7371","ENST00000462329.5",-21144
"164","chr1",165873762,165874020,259,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165892652,165908100,15449,1,"7371","ENST00000462329.5",-18632
"165","chr1",165877915,165878090,176,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165892652,165908100,15449,1,"7371","ENST00000462329.5",-14562
"166","chr1",165881317,165881564,248,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165892652,165908100,15449,1,"7371","ENST00000462329.5",-11088
"167","chr1",165885521,165885758,238,"*","Intron (ENST00000367879.9/7371, intron 1 of 6)",1,165892652,165908100,15449,1,"7371","ENST00000462329.5",-6894
"168","chr1",165950393,165950621,229,"*","Distal Intergenic",1,165907921,165907976,56,1,"100500832","ENST00000636291.1",42472
"169","chr1",165987570,165987938,369,"*","Distal Intergenic",1,165907921,165907976,56,1,"100500832","ENST00000636291.1",79649
"170","chr1",16624293,16624514,222,"*","Exon (ENST00000412962.4/84809, exon 14 of 18)",1,16618253,16626386,8134,2,"84809","ENST00000639481.1",1872
"171","chr1",167478032,167478280,249,"*","Intron (ENST00000700105.1/919, intron 1 of 7)",1,167431200,167456260,25061,2,"919","ENST00000700138.1",-21772
"172","chr1",167729937,167730277,341,"*","Intron (ENST00000464954.1/9019, intron 1 of 1)",1,167722152,167787844,65693,1,"9019","ENST00000474859.5",7785
"173","chr1",168057454,168057597,144,"*","Intron (ENST00000432587.6/55827, intron 16 of 20)",1,168045081,168063967,18887,1,"55827","ENST00000478668.1",12373
"174","chr1",17004154,17004468,315,"*","Promoter",1,17000269,17005072,4804,2,"23400","ENST00000511957.5",604
"175","chr1",170294852,170295076,225,"*","Intron (ENST00000666308.1/105371609, intron 1 of 1)",1,170271395,170284277,12883,2,"284688","ENST00000440404.6",-10575
"176","chr1",17046500,17046728,229,"*","Intron (ENST00000375499.8/6390, intron 1 of 7)",1,17023973,17045219,21247,2,"6390","ENST00000491274.5",-1281
"177","chr1",171487239,171487937,699,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",1643
"178","chr1",171488131,171488390,260,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",2535
"179","chr1",171488554,171489505,952,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",2958
"180","chr1",171489566,171489884,319,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",3970
"181","chr1",171490137,171490605,469,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",4541
"182","chr1",171490838,171491712,875,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",5242
"183","chr1",171492189,171492698,510,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",6593
"184","chr1",171493948,171494720,773,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",8352
"185","chr1",171494895,171495677,783,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",9299
"186","chr1",171496525,171497036,512,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",10929
"187","chr1",171497105,171497438,334,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171485596,171515859,30264,1,"23215","ENST00000467601.1",11509
"188","chr1",171498028,171498578,551,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171509560,171515796,6237,1,"23215","ENST00000463586.1",-10982
"189","chr1",171498766,171499410,645,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171509560,171515796,6237,1,"23215","ENST00000463586.1",-10150
"190","chr1",171499806,171500362,557,"*","Intron (ENST00000647382.2/23215, intron 1 of 34)",1,171509560,171515796,6237,1,"23215","ENST00000463586.1",-9198
