"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"17","chr1",100894419,100894868,450,"*","Promoter",1,100872387,100894812,22426,2,"2135","ENST00000370113.7",0
"18","chr1",100894917,100895981,1065,"*","Promoter",1,100872372,100895179,22808,2,"2135","ENST00000535414.5",0
"19","chr1",100896110,100897146,1037,"*","Promoter",1,100896090,100981757,85668,1,"148867","ENST00000357650.9",20
"20","chr1",101025114,101025788,675,"*","Promoter",1,100989623,101025762,36140,2,"51611","ENST00000370105.7",0
"21","chr1",101025906,101026851,946,"*","Promoter",1,101025907,101087268,61362,1,"102606465","ENST00000658370.1",0
"22","chr1",101236340,101236520,181,"*","Promoter",1,101234555,101236624,2070,2,"101928370","ENST00000432195.2",104
"23","chr1",101236893,101237429,537,"*","Promoter",1,101236899,101243713,6815,1,"1901","ENST00000561748.2",0
"24","chr1",101237558,101237831,274,"*","Promoter",1,101237498,101241189,3692,1,"1901","ENST00000649383.1",60
"25","chr1",101309478,101309641,164,"*","Distal Intergenic",1,101323337,101350176,26840,1,"104355286","ENST00000454466.1",-13696
"26","chr1",101309691,101309956,266,"*","Distal Intergenic",1,101323337,101350176,26840,1,"104355286","ENST00000454466.1",-13381
"27","chr1",1013531,1013903,373,"*","Promoter",1,1013497,1014540,1044,1,"9636","ENST00000649529.1",34
"28","chr1",101846833,101847038,206,"*","Promoter",1,101803486,101846973,43488,2,"118427","ENST00000338858.9",0
"29","chr1",101847073,101847286,214,"*","Promoter",1,101803486,101846973,43488,2,"118427","ENST00000465523.5",-100
"30","chr1",1020212,1020438,227,"*","Promoter",1,1020123,1056118,35996,1,"375790","ENST00000620552.4",89
"31","chr1",10209720,10210278,559,"*","Promoter",1,10210570,10308597,98028,1,"23095","ENST00000377093.9",-292
"32","chr1",10211021,10212064,1044,"*","Promoter",1,10211616,10381603,169988,1,"23095","ENST00000377086.5",0
"33","chr1",10217592,10217828,237,"*","Intron (ENST00000377093.9/23095, intron 1 of 20)",1,10211616,10381603,169988,1,"23095","ENST00000377086.5",5976
"34","chr1",103107872,103108564,693,"*","Promoter",1,102876467,103108496,232030,2,"1301","ENST00000358392.6",0
"35","chr1",103108766,103109118,353,"*","Promoter",1,103001079,103108872,107794,2,"1301","ENST00000645458.1",0
"36","chr1",103525661,103526667,1007,"*","Promoter",1,103525691,103553343,27653,1,"55599","ENST00000524631.5",0
"37","chr1",10387924,10388114,191,"*","Distal Intergenic",1,10398592,10411552,12961,1,"5226","ENST00000491493.5",-10478
"38","chr1",10398291,10398827,537,"*","Promoter",1,10398592,10411552,12961,1,"5226","ENST00000491493.5",0
"39","chr1",10399040,10399434,395,"*","Promoter",1,10399044,10400008,965,1,"5226","ENST00000487775.1",0
"40","chr1",10399519,10400414,896,"*","Promoter",1,10399632,10413251,13620,1,"5226","ENST00000460189.1",0
"41","chr1",10429951,10430323,373,"*","Promoter",1,10430102,10452153,22052,1,"100526739","ENST00000400900.6",0
"42","chr1",10430457,10430644,188,"*","Promoter",1,10430512,10431130,619,1,"378708","ENST00000602486.1",0
"43","chr1",10430776,10431486,711,"*","Promoter",1,10430804,10452003,21200,1,"100526739","ENST00000602296.6",0
"44","chr1",10471246,10472414,1169,"*","Promoter",1,10472288,10536572,64285,1,"5195","ENST00000472851.1",0
"45","chr1",10472723,10473089,367,"*","Promoter",1,10456522,10472529,16008,2,"1676","ENST00000377038.8",-194
"46","chr1",10475212,10476010,799,"*","Promoter",1,10474982,10623286,148305,1,"5195","ENST00000491661.2",230
"47","chr1",10594583,10594798,216,"*","Intron (ENST00000356607.9/5195, intron 3 of 8)",1,10642082,10645076,2995,2,"54897","ENST00000447850.3",50278
"48","chr1",1069168,1069377,210,"*","Exon (ENST00000412397.2/100288175, exon 10 of 10)",1,1064495,1066274,1780,1,"100288175","ENST00000433695.1",4673
"49","chr1",106954034,106954388,355,"*","Distal Intergenic",1,107056674,107059294,2621,1,"55170","ENST00000370078.2",-102286
"50","chr1",107056397,107056601,205,"*","Promoter",1,107056674,107059294,2621,1,"55170","ENST00000370078.2",-73
"51","chr1",107056737,107058496,1760,"*","Promoter",1,107056674,107059294,2621,1,"55170","ENST00000370078.2",63
"52","chr1",107139653,107140067,415,"*","Promoter",1,107140007,107481849,341843,1,"22854","ENST00000370073.6",0
"53","chr1",107140419,107140653,235,"*","Promoter",1,107140927,107410585,269659,1,"22854","ENST00000294649.8",-274
"54","chr1",107850913,107851076,164,"*","Intron (ENST00000370056.9/10451, intron 2 of 26)",1,107766515,107820896,54382,2,"10451","ENST00000524574.5",-30017
"55","chr1",107963688,107964059,372,"*","Promoter",1,107668839,107963596,294758,2,"10451","ENST00000469325.5",-92
"56","chr1",107964157,107964873,717,"*","Promoter",1,107964443,107994607,30165,1,"100873946","ENST00000438318.1",0
"57","chr1",10815161,10815380,220,"*","Distal Intergenic",1,10647213,10796650,149438,2,"54897","ENST00000344008.5",-18511
"58","chr1",108199202,108199412,211,"*","Promoter",1,108134820,108200279,65460,2,"29957","ENST00000264128.13",867
"59","chr1",108199511,108200176,666,"*","Promoter",1,108134820,108200279,65460,2,"29957","ENST00000264128.13",103
"60","chr1",108200452,108200964,513,"*","Promoter",1,108134043,108200343,66301,2,"29957","ENST00000565488.6",-109
"61","chr1",108549321,108549495,175,"*","Distal Intergenic",1,108560089,108644900,84812,1,"284611","ENST00000405454.1",-10594
"62","chr1",108560402,108560856,455,"*","Promoter",1,108560100,108639322,79223,1,"284611","ENST00000370035.8",302
"63","chr1",108660962,108661559,598,"*","Promoter",1,108661533,108666246,4714,1,"105378890","ENST00000648569.1",0
"64","chr1",108691275,108693829,2555,"*","Promoter",1,108692310,108702928,10619,1,"55119","ENST00000370025.9",0
"65","chr1",108693867,108694376,510,"*","Intron (ENST00000370025.9/55119, intron 1 of 5)",1,108692341,108701803,9463,1,"55119","ENST00000370021.1",1526
"66","chr1",108694495,108694730,236,"*","Intron (ENST00000370025.9/55119, intron 1 of 5)",1,108692341,108701803,9463,1,"55119","ENST00000370021.1",2154
"67","chr1",108746714,108747031,318,"*","Promoter",1,108746682,108753201,6520,1,"6814","ENST00000469338.1",32
"68","chr1",108747077,108747395,319,"*","Promoter",1,108746682,108753201,6520,1,"6814","ENST00000469338.1",395
"69","chr1",108877054,108877758,705,"*","Promoter",1,108877135,108930711,53577,1,"29899","ENST00000675086.1",0
"70","chr1",108877933,108878339,407,"*","Promoter",1,108877256,108897032,19777,1,"29899","ENST00000435475.5",677
"71","chr1",108962920,108963419,500,"*","Promoter",1,108932020,108963419,31400,2,"23155","ENST00000675790.1",0
"72","chr1",108971110,108971339,230,"*","3' UTR",1,108927418,108963527,36110,2,"23155","ENST00000691556.1",-7583
"73","chr1",109041198,109041696,499,"*","Promoter",1,109011527,109041547,30021,2,"22911","ENST00000530772.5",0
"74","chr1",109075538,109076003,466,"*","Promoter",1,109064140,109076003,11864,2,"6884","ENST00000338366.6",0
"75","chr1",109076158,109076432,275,"*","Promoter",1,109064463,109076012,11550,2,"6884","ENST00000692048.1",-146
"76","chr1",109079644,109079806,163,"*","Distal Intergenic",1,109064463,109076012,11550,2,"6884","ENST00000692048.1",-3632
"77","chr1",109090302,109090718,417,"*","Promoter",1,109090764,109096934,6171,1,"56900","ENST00000338272.9",-46
"78","chr1",109090798,109092142,1345,"*","Promoter",1,109090806,109093776,2971,1,"56900","ENST00000473828.1",0
"79","chr1",109100172,109101101,930,"*","Promoter",1,109100193,109100612,420,1,"677766","ENST00000458748.1",0
"80","chr1",109101147,109101306,160,"*","Promoter",1,109100193,109100619,427,1,"677766","ENST00000602755.1",954
"81","chr1",109213580,109213744,165,"*","Promoter",1,109213918,109238182,24265,1,"6301","ENST00000234677.7",-174
"82","chr1",109213953,109215329,1377,"*","Promoter",1,109213968,109235431,21464,1,"6301","ENST00000477544.5",0
"83","chr1",109216202,109216359,158,"*","Intron (ENST00000234677.7/6301, intron 1 of 10)",1,109213982,109238148,24167,1,"6301","ENST00000369923.4",2220
"84","chr1",109281739,109281986,248,"*","Promoter",1,109280809,109281679,871,2,"84722","ENST00000474126.2",-60
"85","chr1",109282418,109283123,706,"*","Promoter",1,109279556,109283115,3560,2,"84722","ENST00000369904.7",0
"86","chr1",109283292,109284002,711,"*","Promoter",1,109279565,109283186,3622,2,"84722","ENST00000409138.6",-106
"87","chr1",109396958,109397377,420,"*","Promoter",1,109369530,109397861,28332,2,"6272","ENST00000471996.1",484
"88","chr1",109398238,109398959,722,"*","Promoter",1,109309575,109397918,88344,2,"6272","ENST00000256637.8",-320
"89","chr1",109425374,109425636,263,"*","Promoter",1,109401850,109426132,24283,2,"5686","ENST00000490870.5",496
"90","chr1",109425751,109426417,667,"*","Promoter",1,109401850,109426132,24283,2,"5686","ENST00000490870.5",0
"91","chr1",109426851,109427540,690,"*","Promoter",1,109399042,109426448,27407,2,"5686","ENST00000271308.9",-403
"92","chr1",109466141,109466516,376,"*","Promoter",1,109466546,109482134,15589,1,"284612","ENST00000369872.4",-30
"93","chr1",109483966,109484180,215,"*","Promoter",1,109483954,109492777,8824,1,"127002","ENST00000684472.1",12
"94","chr1",109484319,109485062,744,"*","Promoter",1,109483954,109492777,8824,1,"127002","ENST00000684472.1",365
"95","chr1",109493736,109493906,171,"*","Promoter",1,109494052,109496272,2221,1,"284613","ENST00000393709.3",-146
"96","chr1",109546767,109547066,300,"*","3' UTR",1,109548615,109600195,51581,1,"2773","ENST00000369851.7",-1549
"97","chr1",109547559,109548463,905,"*","Promoter",1,109548615,109600195,51581,1,"2773","ENST00000369851.7",-152
"98","chr1",109548636,109549470,835,"*","Promoter",1,109548615,109600195,51581,1,"2773","ENST00000369851.7",21
"99","chr1",109564057,109564286,230,"*","Intron (ENST00000369851.7/2773, intron 1 of 8)",1,109548615,109600195,51581,1,"2773","ENST00000369851.7",15442
"100","chr1",109564511,109564787,277,"*","Intron (ENST00000369851.7/2773, intron 1 of 8)",1,109548615,109600195,51581,1,"2773","ENST00000369851.7",15896
"101","chr1",109619405,109619681,277,"*","Promoter",1,109619504,109630406,10903,1,"271","ENST00000655992.1",0
"102","chr1",109619878,109620510,633,"*","Promoter",1,109608721,109619929,11209,2,"2780","ENST00000622865.1",0
"103","chr1",109621174,109621349,176,"*","Promoter",1,109621176,109631568,10393,1,"271","ENST00000358729.9",0
"104","chr1",109621474,109621967,494,"*","Promoter",1,109621346,109632044,10699,1,"271","ENST00000527846.7",128
"105","chr1",109655567,109655991,425,"*","Promoter",1,109656099,109661700,5602,1,"2948","ENST00000369836.9",-108
"106","chr1",109687781,109688132,352,"*","Promoter",1,109687814,109709039,21226,1,"2944","ENST00000490021.2",0
"107","chr1",109739683,109739896,214,"*","Promoter",1,109736976,109740301,3326,2,"2947","ENST00000488824.1",405
"108","chr1",109740494,109740717,224,"*","Promoter",1,109733932,109740516,6585,2,"2947","ENST00000256594.7",0
"109","chr1",109910358,109910590,233,"*","Promoter",1,109910506,109921913,11408,1,"1435","ENST00000525659.5",0
"110","chr1",109984786,109984986,201,"*","Promoter",1,109984765,110023742,38978,1,"10768","ENST00000369799.10",21
"111","chr1",109985025,109986045,1021,"*","Promoter",1,109985015,110015531,30517,1,"10768","ENST00000475081.1",10
"112","chr1",110004006,110004502,497,"*","Promoter",1,110004131,110022389,18259,1,"10768","ENST00000359172.3",0
"113","chr1",110034117,110034424,308,"*","Promoter",1,110034624,110054641,20018,1,"85369","ENST00000369795.8",-200
"114","chr1",110034655,110035643,989,"*","Promoter",1,110034632,110054641,20010,1,"85369","ENST00000485775.5",23
"115","chr1",110035678,110035928,251,"*","Intron (ENST00000369796.5/85369, intron 1 of 20)",1,110034632,110054641,20010,1,"85369","ENST00000485775.5",1046
"116","chr1",11012360,11013730,1371,"*","Promoter",1,11012424,11023609,11186,1,"23435","ENST00000639083.1",0
"117","chr1",11014240,11014442,203,"*","Promoter",1,11013728,11023341,9614,1,"23435","ENST00000621790.4",512
"118","chr1",110209653,110209981,329,"*","Promoter",1,110208834,110209987,1154,2,"100873974","ENST00000455967.1",6
"119","chr1",110337350,110339212,1863,"*","Promoter",1,110286375,110339171,52797,2,"440600","ENST00000449169.1",0
"120","chr1",110339421,110340718,1298,"*","Promoter",1,110339422,110346633,7212,1,"64783","ENST00000650953.2",0
"121","chr1",110342029,110342344,316,"*","3' UTR",1,110339466,110346677,7212,1,"64783","ENST00000617047.1",2563
"122","chr1",110390173,110390326,154,"*","Promoter",1,110378944,110391022,12079,2,"9122","ENST00000497687.1",696
"123","chr1",110406869,110408309,1441,"*","Promoter",1,110407525,110416278,8754,1,"101410535","ENST00000457535.6",0
"124","chr1",11059008,11059928,921,"*","Promoter",1,11056702,11059686,2985,2,"6723","ENST00000487300.1",0
"125","chr1",11060267,11061226,960,"*","Promoter",1,11056011,11060020,4010,2,"6723","ENST00000459997.1",-247
"126","chr1",110962995,110963888,894,"*","Promoter",1,110947190,110963922,16733,2,"55791","ENST00000369763.5",34
"127","chr1",110964320,110964741,422,"*","Promoter",1,110947222,110963965,16744,2,"55791","ENST00000485275.2",-355
"128","chr1",11098854,11099031,178,"*","Promoter",1,11099430,11102105,2676,1,"105376736","ENST00000435388.3",-399
"129","chr1",11099128,11099859,732,"*","Promoter",1,11099430,11102105,2676,1,"105376736","ENST00000435388.3",0
"130","chr1",11099957,11100319,363,"*","Promoter",1,11066618,11099869,33252,2,"5394","ENST00000376936.9",-88
"131","chr1",111139222,111139786,565,"*","Promoter",1,111139479,111184816,45338,1,"10390","ENST00000700750.1",0
"132","chr1",111139872,111140040,169,"*","Promoter",1,111117333,111140040,22708,2,"128338","ENST00000286692.8",0
"133","chr1",111140240,111141367,1128,"*","Promoter",1,111140545,111174963,34419,1,"10390","ENST00000460443.5",0
"134","chr1",111141868,111142095,228,"*","Intron (ENST00000700750.1/10390, intron 1 of 8)",1,111140545,111174963,34419,1,"10390","ENST00000460443.5",1323
"135","chr1",111346684,111347060,377,"*","Promoter",1,111346622,111353013,6392,1,"128344","ENST00000369738.9",62
"136","chr1",111448125,111449246,1122,"*","Promoter",1,111448864,111456145,7282,1,"515","ENST00000493119.5",0
"137","chr1",111449457,111450651,1195,"*","Promoter",1,111449464,111462773,13310,1,"515","ENST00000369722.8",0
"138","chr1",111619346,111619612,267,"*","Promoter",1,111619777,111716668,96892,1,"5906","ENST00000687939.1",-165
"139","chr1",111620216,111620652,437,"*","Promoter",1,111619789,111716691,96903,1,"5906","ENST00000369709.4",427
"140","chr1",111620720,111620960,241,"*","Promoter",1,111619789,111716691,96903,1,"5906","ENST00000369709.4",931
"141","chr1",111738710,111739284,575,"*","Promoter",1,111727344,111739253,11910,2,"55924","ENST00000527621.1",0
"142","chr1",111739934,111740137,204,"*","Promoter",1,111739853,111746613,6761,1,"100506343","ENST00000524935.1",81
"143","chr1",111754940,111755560,621,"*","Promoter",1,111745299,111755509,10211,2,"101928718","ENST00000412270.1",0
"144","chr1",111755645,111756909,1265,"*","Promoter",1,111755732,111769982,14251,1,"11218","ENST00000679774.1",0
"145","chr1",111757148,111757461,314,"*","Promoter",1,111756669,111761412,4744,1,"11218","ENST00000524894.2",479
"146","chr1",112221666,112221820,155,"*","Intron (ENST00000427290.2/105378909, intron 1 of 1)",1,112234564,112252134,17571,2,"105378909","ENST00000687286.1",30314
"147","chr1",112395410,112396006,597,"*","Promoter",1,112396214,112461164,64951,1,"55917","ENST00000271277.11",-208
"148","chr1",112396233,112397366,1134,"*","Promoter",1,112396519,112456306,59788,1,"55917","ENST00000441739.1",0
"149","chr1",112618121,112619681,1561,"*","Promoter",1,112523514,112619141,95628,2,"54879","ENST00000358039.9",0
"150","chr1",11261873,11262527,655,"*","Promoter",1,11106590,11262514,155925,2,"2475","ENST00000703118.1",0
"151","chr1",112619855,112620566,712,"*","Promoter",1,112619832,112671616,51785,1,"829","ENST00000263168.4",23
"152","chr1",11262903,11263071,169,"*","Promoter",1,11106558,11262556,155999,2,"2475","ENST00000703142.1",-347
"153","chr1",112674393,112675890,1498,"*","Promoter",1,112674421,112700746,26326,1,"4343","ENST00000413052.6",0
"154","chr1",112706826,112707063,238,"*","Promoter",1,112701127,112707056,5930,2,"389","ENST00000369633.6",0
"155","chr1",11273251,11273472,222,"*","Promoter",1,11273198,11288434,15237,1,"29914","ENST00000376810.6",53
"156","chr1",11273520,11274195,676,"*","Promoter",1,11273528,11295164,21637,1,"29914","ENST00000376804.2",0
"157","chr1",112940135,112940287,153,"*","Intron (ENST00000369626.8/6566, intron 1 of 4)",1,112911847,112935996,24150,2,"6566","ENST00000443580.6",-4139
"158","chr1",112952934,112953141,208,"*","Intron (ENST00000369626.8/6566, intron 1 of 4)",1,112916206,112955994,39789,2,"6566","ENST00000679846.1",2853
"159","chr1",112953598,112954963,1366,"*","Intron (ENST00000369626.8/6566, intron 1 of 4)",1,112916206,112955994,39789,2,"6566","ENST00000679846.1",1031
"160","chr1",112955064,112956204,1141,"*","Promoter",1,112911847,112956196,44350,2,"6566","ENST00000369626.8",0
"161","chr1",112956340,112957035,696,"*","Promoter",1,112956415,112964072,7658,1,"100506392","ENST00000664314.1",0
"162","chr1",113042414,113042670,257,"*","Intron (ENST00000627431.2/100506392, intron 5 of 5)",1,113011687,113073113,61427,2,"100996251","ENST00000421157.2",30443
"163","chr1",113042968,113043164,197,"*","Intron (ENST00000627431.2/100506392, intron 5 of 5)",1,113011687,113073113,61427,2,"100996251","ENST00000421157.2",29949
"164","chr1",113072151,113072665,515,"*","Promoter",1,113011687,113073113,61427,2,"100996251","ENST00000421157.2",448
"165","chr1",113073190,113074424,1235,"*","Promoter",1,113073198,113132260,59063,1,"9860","ENST00000361127.6",0
"166","chr1",113389380,113389973,594,"*","Promoter",1,113390515,113685923,295409,1,"260425","ENST00000307546.14",-542
"167","chr1",113757549,113757828,280,"*","Exon (ENST00000369604.6/10745, exon 3 of 19)",1,113697202,113759155,61954,2,"10745","ENST00000393357.6",1327
"168","chr1",113758263,113758932,670,"*","Promoter",1,113697202,113759155,61954,2,"10745","ENST00000393357.6",223
"169","chr1",113759067,113759457,391,"*","Promoter",1,113697202,113759155,61954,2,"10745","ENST00000393357.6",0
"170","chr1",113759544,113760150,607,"*","Promoter",1,113749522,113759489,9968,2,"10745","ENST00000493212.1",-55
"171","chr1",113810953,113811126,174,"*","Intron (ENST00000261441.9/54665, intron 1 of 6)",1,113765848,113812289,46442,2,"54665","ENST00000615321.1",1163
"172","chr1",113811199,113812273,1075,"*","Promoter",1,113765848,113812289,46442,2,"54665","ENST00000615321.1",16
"173","chr1",113812612,113812813,202,"*","Promoter",1,113812647,113814613,1967,1,"100287722","ENST00000418238.2",0
"174","chr1",113904106,113904949,844,"*","Promoter",1,113894194,113904799,10606,2,"10717","ENST00000369569.6",0
"175","chr1",113905397,113905690,294,"*","Promoter",1,113905409,113914072,8664,1,"64858","ENST00000466480.2",0
"176","chr1",113928872,113929516,645,"*","Promoter",1,113924000,113929318,5319,2,"101928846","ENST00000441071.5",0
"177","chr1",113930055,113931098,1044,"*","Promoter",1,113930505,113940740,10236,1,"204851","ENST00000514621.5",0
"178","chr1",114032396,114033044,649,"*","Exon (ENST00000632517.2/ENST00000632517.2, exon 1 of 1)",1,113980500,114035572,55073,1,"56944","ENST00000633022.1",51896
"179","chr1",114033538,114034326,789,"*","Exon (ENST00000632517.2/ENST00000632517.2, exon 1 of 1)",1,113980500,114035572,55073,1,"56944","ENST00000633022.1",53038
"180","chr1",114034362,114034853,492,"*","Exon (ENST00000632517.2/ENST00000632517.2, exon 1 of 1)",1,113980500,114035572,55073,1,"56944","ENST00000633022.1",53862
"181","chr1",114035264,114035641,378,"*","Exon (ENST00000633022.1/56944, exon 2 of 2)",1,113980500,114035572,55073,1,"56944","ENST00000633022.1",54764
"182","chr1",114151405,114152973,1569,"*","Promoter",1,114089292,114152440,63149,2,"148281","ENST00000607941.5",0
"183","chr1",114153149,114153622,474,"*","Promoter",1,114138046,114152980,14935,2,"148281","ENST00000609577.1",-169
"184","chr1",114346277,114346552,276,"*","Distal Intergenic",1,114397608,114399609,2002,2,"51592","ENST00000478032.1",53057
"185","chr1",114509508,114511039,1532,"*","Promoter",1,114397608,114511160,113553,2,"51592","ENST00000369543.6",121
"186","chr1",114511256,114512098,843,"*","Promoter",1,114392790,114511203,118414,2,"51592","ENST00000358465.7",-53
"187","chr1",114581026,114581670,645,"*","Promoter",1,114567557,114581615,14059,2,"10286","ENST00000369541.4",0
"188","chr1",114581859,114582455,597,"*","Promoter",1,114567884,114581629,13746,2,"10286","ENST00000485021.1",-230
"189","chr1",114669327,114669999,673,"*","Promoter",1,114582850,114670049,87200,2,"163259","ENST00000393274.6",50
"190","chr1",114670281,114670701,421,"*","Promoter",1,114625698,114670422,44725,2,"163259","ENST00000493549.1",0
"191","chr1",114715670,114716767,1098,"*","Promoter",1,114704469,114716771,12303,2,"4893","ENST00000369535.5",4
"192","chr1",114716921,114717279,359,"*","Promoter",1,114704469,114716771,12303,2,"4893","ENST00000369535.5",-150
"193","chr1",114755979,114757468,1490,"*","Promoter",1,114716916,114757933,41018,2,"7812","ENST00000689989.1",465
"194","chr1",114757579,114758008,430,"*","Promoter",1,114716913,114757983,41071,2,"7812","ENST00000339438.10",0
"195","chr1",114758247,114758757,511,"*","Promoter",1,114739753,114758676,18924,2,"7812","ENST00000525878.5",0
"196","chr1",114779853,114780687,835,"*","Promoter",1,114769479,114780685,11207,2,"80143","ENST00000060969.6",0
"197","chr1",114780743,114780972,230,"*","Promoter",1,114779107,114780685,1579,2,"80143","ENST00000466657.1",-58
"198","chr1",11478917,11479078,162,"*","Promoter",1,11479155,11537551,58397,1,"57540","ENST00000294484.7",-77
"199","chr1",11479227,11479583,357,"*","Promoter",1,11479166,11481960,2795,1,"57540","ENST00000423056.2",61
"200","chr1",115072647,115072839,193,"*","Intron (ENST00000369516.7/10100, intron 2 of 7)",1,115050445,115058425,7981,2,"10100","ENST00000491992.1",-14222
"201","chr1",115088888,115089445,558,"*","Promoter",1,115050383,115089414,39032,2,"10100","ENST00000433172.3",0
"202","chr1",115089603,115089964,362,"*","Promoter",1,115048011,115089503,41493,2,"10100","ENST00000369516.7",-100
"203","chr1",115337369,115337565,197,"*","Promoter",1,115285917,115338249,52333,2,"4803","ENST00000369512.3",684
"204","chr1",115732377,115732575,199,"*","Promoter",1,115727025,115732927,5903,2,"845","ENST00000488931.1",352
"205","chr1",115828175,115828634,460,"*","Distal Intergenic",1,115838052,115840741,2690,2,"4808","ENST00000429731.1",12107
"206","chr1",115838219,115838444,226,"*","5' UTR",1,115838052,115840741,2690,2,"4808","ENST00000429731.1",2297
"207","chr1",115838525,115838838,314,"*","5' UTR",1,115838052,115840741,2690,2,"4808","ENST00000429731.1",1903
"208","chr1",115838935,115839222,288,"*","5' UTR",1,115838052,115840741,2690,2,"4808","ENST00000429731.1",1519
"209","chr1",115839713,115839870,158,"*","Promoter",1,115838052,115840741,2690,2,"4808","ENST00000429731.1",871
"210","chr1",115975908,115976435,528,"*","Promoter",1,115976513,116070054,93542,1,"55356","ENST00000369503.9",-78
"211","chr1",115976560,115976865,306,"*","Promoter",1,115976614,116031890,55277,1,"55356","ENST00000369502.1",0
"212","chr1",115976965,115977203,239,"*","Promoter",1,115976614,116031890,55277,1,"55356","ENST00000369502.1",351
"213","chr1",116167874,116168378,505,"*","Distal Intergenic",1,116164209,116167494,3286,1,"107985190","ENST00000426515.2",3665
"214","chr1",116372434,116373075,642,"*","Promoter",1,116372668,116388155,15488,1,"476","ENST00000418797.5",0
"215","chr1",116373376,116373752,377,"*","Promoter",1,116373269,116386144,12876,1,"476","ENST00000488733.1",107
"216","chr1",116373828,116374871,1044,"*","Promoter",1,116373867,116404772,30906,1,"476","ENST00000537345.5",0
"217","chr1",116417736,116418584,849,"*","Promoter",1,116390561,116418572,28012,2,"84852","ENST00000674941.1",0
"218","chr1",116418854,116419158,305,"*","Promoter",1,116390571,116418641,28071,2,"84852","ENST00000675524.1",-213
"219","chr1",11655043,11655236,194,"*","Promoter",1,11654910,11662291,7382,1,"93611","ENST00000376762.8",133
"220","chr1",116570596,116570913,318,"*","Promoter",1,116514739,116570984,56246,2,"965","ENST00000464088.5",71
"221","chr1",116666582,116667365,784,"*","Promoter",1,116577220,116666431,89212,2,"3321","ENST00000318837.6",-151
"222","chr1",11680296,11681021,726,"*","Promoter",1,11675656,11681111,5456,2,"10459","ENST00000445656.5",90
"223","chr1",11681301,11681567,267,"*","Promoter",1,11674480,11681148,6669,2,"10459","ENST00000376692.9",-153
"224","chr1",11681670,11682032,363,"*","Promoter",1,11674480,11681148,6669,2,"10459","ENST00000376692.9",-522
"225","chr1",11682079,11682420,342,"*","Promoter",1,11674480,11681148,6669,2,"10459","ENST00000376692.9",-931
"226","chr1",11689656,11691590,1935,"*","Promoter",1,11674525,11691477,16953,2,"10459","ENST00000376672.5",0
"227","chr1",116909408,116909696,289,"*","Promoter",1,116909916,116990353,80438,1,"5738","ENST00000393203.3",-220
"228","chr1",116910691,116910945,255,"*","Promoter",1,116909916,116990353,80438,1,"5738","ENST00000393203.3",775
"229","chr1",11691914,11692792,879,"*","Promoter",1,11675147,11691811,16665,2,"10459","ENST00000697274.1",-103
"230","chr1",117058769,117059177,409,"*","Promoter",1,117025482,117059490,34009,2,"101929099","ENST00000445523.1",313
"231","chr1",117059292,117060029,738,"*","Promoter",1,117025482,117059490,34009,2,"101929099","ENST00000445523.1",0
"232","chr1",117060344,117060946,603,"*","Promoter",1,117060362,117075444,15083,1,"8458","ENST00000470935.1",0
"233","chr1",117061090,117061503,414,"*","Promoter",1,117060362,117075444,15083,1,"8458","ENST00000470935.1",728
